DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Minas Gerais
Casos Prováveis por Município de residência e Mês 1º Sintoma(s)
Período:2021
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"314450 NAZARENO";1;-;-;-;-;-;-;-;-;-;-;-;1
"314460 NEPOMUCENO";-;1;2;-;-;-;-;-;-;-;-;-;3
"314467 NOVA BELEM";-;2;-;2;-;-;-;-;-;-;-;-;4
"314470 NOVA ERA";1;-;2;-;-;-;-;-;-;-;-;-;3
"314480 NOVA LIMA";3;3;11;3;8;3;2;1;-;4;4;5;47
"314490 NOVA MODICA";2;-;-;1;1;-;-;-;-;-;-;-;4
"314500 NOVA PONTE";2;-;-;2;-;-;-;-;-;-;-;-;4
"314505 NOVA PORTEIRINHA";-;-;1;-;-;3;-;-;-;1;-;1;6
"314520 NOVA SERRANA";8;13;61;41;22;29;2;3;5;5;3;5;197
"314530 NOVO CRUZEIRO";-;-;2;2;2;1;-;-;-;-;-;-;7
"314535 NOVO ORIENTE DE MINAS";1;-;2;-;-;-;-;-;-;-;3;-;6
"314560 OLIVEIRA";-;-;2;-;2;1;1;-;-;-;-;1;7
"314580 ONCA DE PITANGUI";2;-;2;1;-;-;-;2;-;-;-;-;7
"314590 OURO BRANCO";-;1;2;1;-;-;-;-;-;1;-;1;6
"314600 OURO FINO";-;-;1;1;-;-;-;-;-;-;-;-;2
"314610 OURO PRETO";1;-;-;-;-;-;-;-;-;-;-;2;3
"314625 PADRE CARVALHO";-;1;-;-;-;-;-;-;-;-;1;-;2
"314630 PADRE PARAISO";4;2;1;1;-;3;1;1;-;1;2;1;17
"314640 PAINEIRAS";-;-;2;1;-;-;1;-;-;-;-;-;4
"314650 PAINS";2;4;1;2;-;-;-;1;-;-;1;-;11
"314655 PAI PEDRO";-;1;7;1;1;1;1;-;-;-;-;1;13
"314670 PALMA";-;-;-;4;3;1;1;-;-;-;-;-;9
"314690 PAPAGAIOS";10;6;5;11;21;9;3;1;2;2;3;5;78
"314700 PARACATU";13;12;13;8;11;7;4;6;2;2;8;7;93
"314710 PARA DE MINAS";18;10;42;41;1;-;-;-;1;-;1;-;114
"314720 PARAGUACU";7;7;2;1;-;1;-;-;-;-;-;-;18
"314730 PARAISOPOLIS";-;-;-;-;-;-;-;1;-;-;-;-;1
"314740 PARAOPEBA";3;5;15;11;3;2;-;-;-;1;1;1;42
"314770 PASSA TEMPO";-;-;-;-;1;-;-;-;-;-;-;-;1
"314780 PASSA VINTE";-;-;-;-;1;-;-;-;-;-;-;-;1
"314790 PASSOS";23;13;21;6;1;-;6;5;14;16;22;15;142
"314800 PATOS DE MINAS";18;33;9;17;11;3;-;2;10;12;13;12;140
"314810 PATROCINIO";3;8;12;3;2;-;-;-;-;2;1;3;34
"314840 PAULISTAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"314850 PAVAO";-;-;-;-;1;-;4;-;-;5;2;-;12
"314860 PECANHA";1;-;1;2;-;-;-;-;-;1;-;-;5
"314870 PEDRA AZUL";-;-;-;-;1;-;-;-;-;-;2;-;3
"314890 PEDRA DO INDAIA";-;-;1;-;1;-;-;-;-;-;-;-;2
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;-;-;-;1;-;-;-;-;1
"314920 PEDRINOPOLIS";-;2;-;5;1;-;-;-;-;-;-;-;8
"314930 PEDRO LEOPOLDO";3;4;3;1;1;-;-;1;2;1;1;2;19
"314960 PEQUI";3;2;1;1;4;-;-;-;-;1;2;-;14
"314970 PERDIGAO";-;-;4;1;-;-;-;-;-;1;-;-;6
"314980 PERDIZES";1;1;1;7;1;-;-;1;-;-;-;-;12
"314990 PERDOES";-;-;-;1;-;-;-;-;-;-;-;-;1
"315000 PESCADOR";-;-;1;6;1;-;-;-;-;-;1;-;9
"315015 PIEDADE DE CARATINGA";-;-;-;-;-;-;-;-;-;-;1;-;1
"315050 PIMENTA";-;1;-;-;-;1;1;-;-;-;2;-;5
"315053 PINGO-D'AGUA";-;-;-;-;2;-;-;1;1;2;-;-;6
"315070 PIRAJUBA";4;-;-;1;1;-;-;-;-;-;-;-;6
"315090 PIRANGUCU";-;-;-;2;-;-;-;-;-;-;-;-;2
"315110 PIRAPETINGA";-;-;-;1;-;1;-;-;-;-;-;-;2
"315120 PIRAPORA";-;2;2;1;2;-;-;-;-;-;1;3;11
"315130 PIRAUBA";2;9;6;-;-;1;-;-;-;-;2;-;20
"315140 PITANGUI";12;4;10;-;2;3;1;2;4;1;5;1;45
"315150 PIUMHI";21;12;18;19;5;3;-;3;-;-;-;1;82
"315160 PLANURA";4;4;1;2;1;-;-;2;-;1;-;-;15
"315170 POCO FUNDO";-;-;-;-;1;-;-;-;-;-;3;-;4
"315180 POCOS DE CALDAS";-;3;-;1;1;-;-;1;-;-;-;-;6
"315200 POMPEU";3;-;-;-;-;-;-;-;-;1;2;-;6
"315210 PONTE NOVA";-;2;16;20;17;12;1;1;3;1;2;6;81
"315213 PONTO CHIQUE";-;1;16;1;-;-;-;-;-;-;1;-;19
"315217 PONTO DOS VOLANTES";2;-;-;-;-;-;-;-;-;-;2;-;4
"315220 PORTEIRINHA";6;11;13;16;14;1;1;-;-;1;2;2;67
"315240 POTE";-;1;3;2;-;-;-;-;-;-;2;2;10
"315250 POUSO ALEGRE";2;2;2;1;2;-;-;1;-;-;-;-;10
"315270 PRADOS";1;-;-;-;-;-;-;1;-;-;6;14;22
"315280 PRATA";2;10;6;32;16;5;2;1;-;-;-;-;74
"315290 PRATAPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;1
"315320 PRESIDENTE JUSCELINO";1;-;-;-;-;-;-;-;-;-;-;-;1
"315340 PRESIDENTE OLEGARIO";-;6;2;3;-;-;-;-;1;2;3;-;17
"315350 ALTO JEQUITIBA";-;2;-;-;-;-;-;-;-;-;-;-;2
"315360 PRUDENTE DE MORAIS";1;-;6;3;2;2;-;1;-;-;1;-;16
"315370 QUARTEL GERAL";2;-;-;3;-;-;-;-;-;-;-;-;5
"315380 QUELUZITO";-;-;-;-;-;-;-;-;-;-;1;-;1
"315390 RAPOSOS";-;1;4;1;-;-;-;1;-;-;-;-;7
"315400 RAUL SOARES";-;-;4;1;1;-;-;-;-;-;-;-;6
"315410 RECREIO";1;1;1;1;1;3;2;-;-;-;-;-;10
"315430 RESPLENDOR";33;5;3;2;-;-;-;-;-;-;-;-;43
"315445 RIACHINHO";-;4;4;-;-;2;-;1;-;-;-;1;12
"315450 RIACHO DOS MACHADOS";-;2;-;-;-;-;2;-;-;-;-;8;12
"315460 RIBEIRAO DAS NEVES";9;5;15;8;6;2;2;-;2;-;2;-;51
"315470 RIBEIRAO VERMELHO";1;-;3;-;-;-;-;-;-;-;-;-;4
"315480 RIO ACIMA";1;1;3;-;-;3;1;-;1;-;-;-;10
"315490 RIO CASCA";4;-;-;-;-;-;-;-;-;-;-;-;4
"315510 RIO DO PRADO";-;-;1;-;-;1;-;-;-;-;-;-;2
"315530 RIO MANSO";4;4;2;1;1;2;-;-;-;-;1;1;16
"315540 RIO NOVO";-;1;-;-;-;-;-;1;-;-;1;-;3
"315550 RIO PARANAIBA";1;-;-;-;6;4;-;2;1;-;-;2;16
"315570 RIO PIRACICABA";-;-;-;2;-;-;-;-;-;-;-;-;2
"315580 RIO POMBA";6;-;-;1;-;-;1;-;1;-;-;-;9
"315590 RIO PRETO";-;-;-;-;-;1;-;-;-;-;1;-;2
"315600 RIO VERMELHO";2;-;-;-;-;1;-;-;-;-;-;-;3
"315610 RITAPOLIS";-;-;-;2;3;2;-;-;-;-;-;-;7
"315630 RODEIRO";6;1;6;4;1;1;1;-;1;-;1;-;22
"315640 ROMARIA";-;5;3;9;8;5;1;-;-;-;-;-;31
"315660 RUBIM";1;-;-;-;-;-;-;-;-;-;-;-;1
"315670 SABARA";17;15;31;12;11;10;4;5;25;13;7;24;174
"315680 SABINOPOLIS";2;-;1;-;-;1;-;-;1;-;-;-;5
"315690 SACRAMENTO";2;2;-;1;-;-;-;-;1;-;-;-;6
"315700 SALINAS";2;-;3;2;-;-;1;-;1;-;2;2;13
"315720 SANTA BARBARA";-;1;-;-;-;-;-;-;1;-;1;-;3
"315733 SANTA CRUZ DE MINAS";3;-;1;2;6;5;4;-;-;-;-;-;21
"315737 SANTA CRUZ DE SALINAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;1;-;-;-;-;-;-;-;1
"315750 SANTA EFIGENIA DE MINAS";-;-;1;-;-;-;-;-;-;-;-;-;1
"315760 SANTA FE DE MINAS";13;1;-;-;-;-;-;-;-;-;-;-;14
"315770 SANTA JULIANA";6;3;12;12;6;6;1;3;3;-;-;-;52
"315780 SANTA LUZIA";24;21;55;94;21;22;10;9;8;14;11;9;298
"315800 SANTA MARIA DE ITABIRA";-;-;-;-;-;-;-;1;-;-;-;-;1
"315820 SANTA MARIA DO SUACUI";44;9;12;14;28;28;12;1;1;-;18;34;201
"315830 SANTANA DA VARGEM";1;1;1;-;-;1;-;-;-;1;-;-;5
"315840 SANTANA DE CATAGUASES";1;4;16;36;7;3;-;-;-;-;-;-;67
"315850 SANTANA DE PIRAPAMA";-;-;1;-;-;-;-;-;-;-;-;-;1
"315880 SANTANA DO JACARE";-;-;-;-;1;-;-;-;-;-;-;-;1
"315895 SANTANA DO PARAISO";8;11;9;20;11;10;8;6;9;9;9;14;124
"315900 SANTANA DO RIACHO";1;-;-;-;-;-;-;-;-;-;-;-;1
"315910 SANTANA DOS MONTES";-;1;-;-;-;-;-;-;-;-;-;-;1
"315950 SANTA RITA DO ITUETO";1;-;-;-;-;-;-;-;-;-;-;-;1
"315960 SANTA RITA DO SAPUCAI";-;1;-;-;3;1;-;-;-;-;-;-;5
"315980 SANTA VITORIA";27;162;184;90;44;6;2;-;-;1;1;4;521
"315990 SANTO ANTONIO DO AMPARO";-;1;-;-;-;-;-;-;-;-;-;-;1
"316000 SANTO ANTONIO DO AVENTUREIRO";-;-;1;2;-;-;-;-;-;-;-;-;3
"316010 SANTO ANTONIO DO GRAMA";-;-;-;1;-;-;-;-;-;-;-;-;1
"316020 SANTO ANTONIO DO ITAMBE";-;2;-;2;-;-;-;-;-;-;-;-;4
"316030 SANTO ANTONIO DO JACINTO";-;-;-;-;-;-;-;-;-;-;1;-;1
"316040 SANTO ANTONIO DO MONTE";2;1;9;20;25;13;4;1;-;-;3;5;83
"316060 SANTO HIPOLITO";1;2;-;-;-;-;-;-;-;-;-;2;5
"316070 SANTOS DUMONT";1;-;-;-;-;-;-;-;-;-;-;-;1
"316090 SAO BRAS DO SUACUI";1;1;2;1;-;-;-;-;1;1;-;-;7
"316095 SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;-;-;-;-;1;1
"316100 SAO DOMINGOS DO PRATA";-;-;-;-;-;-;-;-;-;1;-;-;1
"316110 SAO FRANCISCO";-;-;-;1;-;2;-;-;-;-;-;-;3
"316140 SAO FRANCISCO DO GLORIA";1;-;-;-;-;-;-;1;-;-;-;-;2
"316150 SAO GERALDO";-;1;-;1;-;-;-;-;-;-;-;1;3
"316165 SAO GERALDO DO BAIXIO";-;-;5;-;2;2;-;-;-;-;-;-;9
"316170 SAO GONCALO DO ABAETE";1;3;1;-;6;9;1;1;-;-;1;1;24
"316180 SAO GONCALO DO PARA";2;-;-;-;-;-;-;-;-;1;-;-;3
"316190 SAO GONCALO DO RIO ABAIXO";1;-;-;1;26;19;-;-;-;-;-;-;47
"316200 SAO GONCALO DO SAPUCAI";1;1;-;1;-;-;-;-;-;-;-;-;3
"316210 SAO GOTARDO";1;1;-;3;2;-;-;-;-;3;-;2;12
"316230 SAO JOAO DA MATA";-;-;-;1;-;-;-;-;-;-;-;-;1
"316240 SAO JOAO DA PONTE";2;3;-;-;-;-;1;-;-;1;4;12;23
"316245 SAO JOAO DAS MISSOES";-;-;1;1;-;1;-;-;-;-;-;-;3
"316250 SAO JOAO DEL REI";4;7;25;75;48;20;2;2;4;1;2;7;197
"316257 SAO JOAO DO MANTENINHA";-;1;3;3;2;-;-;-;-;-;-;-;9
"316260 SAO JOAO DO ORIENTE";-;-;-;-;-;1;-;-;-;-;1;-;2
"316270 SAO JOAO DO PARAISO";-;-;-;1;1;-;-;-;-;-;-;-;2
"316280 SAO JOAO EVANGELISTA";-;-;1;-;-;-;-;-;-;-;-;-;1
"316290 SAO JOAO NEPOMUCENO";4;3;2;1;-;3;-;1;1;-;-;-;15
"316292 SAO JOAQUIM DE BICAS";2;1;5;1;1;-;-;1;-;-;-;1;12
"316294 SAO JOSE DA BARRA";3;1;-;-;1;-;-;-;-;-;-;-;5
"316295 SAO JOSE DA LAPA";1;3;5;3;1;1;1;-;-;-;2;5;22
"316300 SAO JOSE DA SAFIRA";4;6;5;-;-;-;1;-;-;-;-;-;16
"316310 SAO JOSE DA VARGINHA";2;-;3;-;-;-;1;-;1;-;-;-;7
"316340 SAO JOSE DO GOIABAL";3;4;-;5;1;3;-;-;-;-;-;1;17
"316370 SAO LOURENCO";-;1;-;-;-;-;-;-;-;-;-;1;2
"316390 SAO PEDRO DA UNIAO";2;-;-;-;-;-;-;-;-;-;-;-;2
"316410 SAO PEDRO DO SUACUI";-;-;-;-;-;1;-;-;-;-;1;-;2
"316430 SAO ROQUE DE MINAS";-;-;-;1;-;-;-;-;1;-;-;-;2
"316450 SAO SEBASTIAO DO MARANHAO";2;-;-;-;-;1;-;-;-;1;26;66;96
"316460 SAO SEBASTIAO DO OESTE";3;-;2;2;2;-;-;1;-;-;-;-;10
"316470 SAO SEBASTIAO DO PARAISO";17;5;11;8;5;3;2;1;-;-;3;3;58
"316500 SAO TIAGO";1;-;-;-;-;1;-;-;-;-;-;-;2
"316510 SAO TOMAS DE AQUINO";1;-;-;-;-;-;-;-;-;-;1;1;3
"316530 SAO VICENTE DE MINAS";-;-;1;-;-;-;-;-;-;-;-;-;1
"316540 SAPUCAI-MIRIM";-;-;-;-;-;-;-;-;-;1;-;-;1
"316553 SARZEDO";2;4;6;2;3;2;2;-;-;2;-;3;26
"316555 SETUBINHA";-;1;-;2;-;-;-;-;-;-;-;-;3
"316556 SEM-PEIXE";-;1;-;-;-;-;-;-;-;-;-;-;1
"316560 SENADOR CORTES";-;-;-;1;-;-;-;-;-;-;-;-;1
"316590 SENADOR MODESTINO GONCALVES";-;-;2;-;-;-;-;-;-;-;-;-;2
"316640 SERITINGA";-;-;-;-;-;-;-;-;-;-;1;-;1
"316670 SERRA DOS AIMORES";-;-;-;1;1;-;-;-;-;-;-;-;2
"316680 SERRA DO SALITRE";1;3;3;1;3;-;-;-;2;-;-;1;14
"316695 SERRANOPOLIS DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"316710 SERRO";-;1;3;2;-;-;2;-;-;-;-;1;9
"316720 SETE LAGOAS";6;5;7;6;3;1;1;-;-;4;3;6;42
"316760 SIMONESIA";1;1;-;-;-;-;-;-;-;1;-;-;3
"316770 SOBRALIA";-;1;3;-;-;1;-;1;-;-;-;-;6
"316790 TABULEIRO";-;-;-;-;-;-;-;-;1;-;-;-;1
"316800 TAIOBEIRAS";1;1;3;-;1;-;-;-;-;-;-;2;8
"316830 TAQUARACU DE MINAS";1;-;-;-;1;-;-;-;-;-;-;-;2
"316840 TARUMIRIM";-;-;-;1;-;-;-;-;-;-;-;-;1
"316860 TEOFILO OTONI";6;5;8;5;3;5;3;2;-;1;-;1;39
"316870 TIMOTEO";35;72;61;29;27;21;9;13;21;26;35;45;394
"316880 TIRADENTES";-;-;1;1;-;-;-;-;-;-;-;-;2
"316890 TIROS";1;-;3;-;-;-;-;-;-;-;-;-;4
"316900 TOCANTINS";6;11;23;5;9;2;4;3;8;8;8;16;103
"316920 TOMBOS";-;1;-;-;-;-;-;-;-;-;-;-;1
"316930 TRES CORACOES";-;4;13;45;7;1;1;-;-;-;-;1;72
"316935 TRES MARIAS";18;6;11;7;1;1;-;-;1;1;4;4;54
"316940 TRES PONTAS";1;2;5;1;-;-;-;-;-;-;-;2;11
"316950 TUMIRITINGA";-;-;-;3;1;-;-;-;-;-;-;-;4
"316960 TUPACIGUARA";-;-;1;-;-;-;-;2;-;-;-;1;4
"316970 TURMALINA";10;11;29;64;42;6;7;3;-;2;-;1;175
"316990 UBA";26;22;35;29;23;14;2;-;1;4;10;4;170
"317000 UBAI";-;2;3;2;-;-;-;-;-;-;-;-;7
"317005 UBAPORANGA";-;-;-;1;-;-;-;-;-;-;-;-;1
"317010 UBERABA";64;59;26;14;10;9;12;16;4;1;12;44;271
"317020 UBERLANDIA";73;81;85;80;41;56;54;39;45;42;36;52;684
"317040 UNAI";63;76;126;120;90;103;51;56;27;19;36;66;833
"317043 UNIAO DE MINAS";-;-;3;13;6;4;1;-;-;-;1;-;28
"317047 URUANA DE MINAS";2;2;7;4;1;-;-;-;-;-;1;-;17
"317050 URUCANIA";-;-;-;-;-;-;-;-;2;1;-;-;3
"317052 URUCUIA";-;-;-;1;-;-;-;-;-;-;-;1;2
"317057 VARGEM ALEGRE";1;-;2;-;-;-;-;-;-;-;-;-;3
"317070 VARGINHA";1;2;4;2;1;1;-;-;-;-;-;2;13
"317075 VARJAO DE MINAS";-;-;1;-;2;4;2;-;-;-;-;-;9
"317080 VARZEA DA PALMA";6;5;10;2;7;-;-;2;-;-;2;2;36
"317090 VARZELANDIA";-;-;-;1;1;-;-;-;-;-;-;-;2
"317100 VAZANTE";8;6;-;2;2;2;1;-;-;-;1;-;22
"317103 VERDELANDIA";-;-;-;-;-;-;-;-;-;1;12;8;21
"317110 VERISSIMO";-;1;-;1;-;-;1;-;-;-;-;-;3
"317120 VESPASIANO";7;2;11;11;5;2;7;6;5;8;5;6;75
"317130 VICOSA";-;-;2;2;-;-;-;-;-;-;-;-;4
"317140 VIEIRAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"317160 VIRGEM DA LAPA";2;-;-;-;-;-;-;-;-;-;2;2;6
"317180 VIRGINOPOLIS";2;-;2;-;-;-;-;-;1;-;-;-;5
"317190 VIRGOLANDIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"317200 VISCONDE DO RIO BRANCO";1;-;4;1;7;-;1;2;9;7;11;1;44
"317210 VOLTA GRANDE";-;-;-;-;-;-;1;-;-;-;-;-;1
"Total";2016;2930;4567;3827;2627;1587;722;589;586;555;884;1395;22285
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 25/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020 às 12:00 horas, incluídos os dados do ES em 09/08/2023.
 Dados de 2020 atualizados em 28/07/2021 às 03:00 horas, incluídos os dados do ES em 09/08/2023.
 Dados de 2021 atualizados em 12/07/2022 às 03:00 horas, incluídos os dados do ES em 30/03/2026.
 Dados de 2022 atualizados em 18/07/2023 às 03:00 horas, incluídos os dados do ES em 09/08/2023.
 Dados de 2023 atualizados em 04/06/2024 às 11:30 horas, incluídos os dados do ES em 04/06/2024.
 Dados de 2024 atualizados em 28/07/2025 às 03:00 horas, incluídos os dados do ES em 28/07/2025 às 12:00 horas.
 Dados de 2025 atualizados em 04/05/2026 às 03:00 horas, sujeitos à revisão e incluídos os dados do ES em 04/05/2026.
 Dados de 2026 atualizados em 25/05/2026 às 03:00 horas, sujeitos à revisão e incluídos os dados do ES em 25/05/2026.
 * Dados disponibilizados no TABNET em maio de 2026.
 
